0,7.8299,1.0752,-2.7817,0.23399,-1.844,-0.19627
0.0033333,7.2577,1.7672,-1.4081,0.28547,-1.7656,0.018616
0.0066667,5.5444,3.9468,0.76851,0.64611,-1.4548,0.04055
0.01,3.7418,6.0297,1.2392,1.0515,-1.168,-0.058197
0.013333,3.3149,6.5602,0.048445,1.2915,-0.95245,-0.061341
0.016667,3.2969,6.4792,-1.0233,1.4893,-0.83803,-0.012782
0.02,2.767,8.0303,0.28837,1.7697,-0.67628,-0.013595
0.023333,1.5174,8.579,2.6002,1.9253,-0.5205,0.032915
0.026667,2.3468,8.0485,2.0776,1.7461,-0.73276,0.18532
0.03,4.6373,6.6492,-1.6049,1.239,-1.1896,0.24358
0.033333,6.3625,3.7253,-2.8738,0.56601,-1.438,0.051243
0.036667,6.6329,1.0262,-0.54849,0.044291,-1.5206,-0.3493
0.04,7.5532,0.040825,0.83917,-0.012987,-1.7227,-0.5061
0.043333,8.8328,1.9887,-0.20683,0.44491,-1.9764,-0.28462
0.046667,7.3811,5.0141,-0.37642,1.0628,-1.9085,0.001296
0.05,4.5998,7.3359,0.68372,1.4845,-1.4634,0.15871
0.053333,3.1617,7.9952,0.54344,1.6733,-1.0815,0.17153
0.056667,3.2986,8.4689,-0.022884,1.7719,-0.94207,0.081907
0.06,3.1517,8.0718,0.31497,1.8397,-0.85872,0.060271
0.063333,1.6597,7.7876,2.0408,1.8306,-0.67995,0.038064
0.066667,2.7553,7.58,2.9649,1.6123,-0.83028,0.13924
0.07,5.1176,5.0685,0.77356,1.1498,-1.2347,0.11732
0.073333,7.5314,3.3568,-2.0528,0.70731,-1.7006,-0.16243
0.076667,8.9767,1.8223,-1.4738,0.40226,-1.9971,-0.40139
0.08,9.1508,2.0829,0.83294,0.37825,-2.1235,-0.29132
0.083333,7.9184,3.5767,2.1137,0.6775,-1.9348,0.019024
0.086667,5.5154,5.765,0.90939,1.2151,-1.4912,0.16374
0.09,3.7268,7.6798,-0.98472,1.635,-1.0783,-0.0096251
0.093333,3.7023,7.143,-1.912,1.5783,-0.93918,-0.1596
0.096667,4.5964,5.6246,0.75149,1.2934,-1.0096,-0.12951
0.1,3.4351,6.2882,2.8191,1.3696,-0.94181,-0.0065582
0.10333,1.5337,7.9612,2.7529,1.7041,-0.74308,0.15249
0.10667,2.3859,8.6556,-0.20769,1.7518,-0.88188,0.34245
0.11,4.4749,5.938,-2.4209,1.2171,-1.2236,0.20192
0.11333,6.3613,2.6379,-0.36163,0.58319,-1.5013,-0.334
0.11667,7.9112,0.81754,1.4358,0.34409,-1.794,-0.79936
0.12,9.5354,2.0954,0.58276,0.47703,-2.0944,-0.53487
0.12333,8.9502,3.6431,-1.7982,0.82246,-1.9762,0.15085
0.12667,5.385,5.2471,-1.2735,1.1539,-1.3204,0.54333
0.13,2.4768,7.5267,1.4899,1.4688,-0.66345,0.31549
0.13333,1.652,7.7769,2.4971,1.5972,-0.49473,-0.12454
0.13667,4.2485,6.9677,1.3899,1.5389,-1.0008,-0.30211
0.14,6.8519,6.3819,0.027781,1.5434,-1.562,-0.12516
0.14333,5.7976,7.5646,1.1259,1.6577,-1.5053,0.061394
0.14667,3.8756,7.388,2.2347,1.5872,-1.1151,0.16092
0.15,3.8878,6.0157,1.0991,1.2316,-1.1043,0.19374
0.15333,5.8584,4.395,-0.85355,0.86752,-1.4258,0.0086755
0.15667,7.0713,2.9083,-1.8431,0.62906,-1.73,-0.25826
0.16,8.1038,2.0238,-0.49804,0.58205,-1.8305,-0.35509
0.16333,7.1809,2.2614,1.2239,0.7031,-1.5712,-0.18616
0.16667,4.7974,3.6529,0.92824,1.0253,-1.1144,0.061557
0.17,2.7688,5.8733,-0.28106,1.3514,-0.8095,0.20367
0.17333,3.1614,7.2822,-0.58345,1.5538,-0.88158,0.19063
0.17667,4.1677,7.5651,0.29261,1.6486,-1.1566,0.074541
0.18,4.5825,7.2535,1.4225,1.6891,-1.3204,-0.12083
0.18333,4.6323,7.7079,1.6898,1.6711,-1.3183,-0.13774
0.18667,4.363,6.7207,0.9431,1.4767,-1.1952,0.019213
0.19,4.193,5.5556,0.12021,1.1845,-1.0988,0.14844
0.19333,4.5547,4.9496,-0.19647,1.0663,-1.0783,0.040707
0.19667,5.5215,4.8598,-0.31848,1.031,-1.212,-0.13387
0.2,6.4867,3.4027,-0.18509,0.81789,-1.4211,-0.095685
0.20333,6.8668,3.1917,-0.14261,0.77539,-1.4845,0.029181
0.20667,5.964,4.6451,0.037362,0.94513,-1.3171,0.0065042
0.21,4.9314,4.6328,-0.32705,0.98456,-1.2131,-0.074846
0.21333,5.6178,4.6338,-1.1648,0.96325,-1.388,-0.15261
0.21667,6.9625,5.2573,-1.1575,1.0609,-1.5833,-0.15363
0.22,5.3046,4.9538,-0.17579,1.1311,-1.4181,-0.05618
0.22333,3.662,6.1555,1.4362,1.2879,-1.0991,0.15779
0.22667,2.7598,7.3046,0.20745,1.4951,-0.85383,0.3056
0.23,2.3596,6.8453,-0.79557,1.4723,-0.74204,0.23037
0.23333,2.8761,5.2133,-0.12745,1.237,-0.83312,-0.063093
0.23667,5.1307,3.7177,0.46598,0.94776,-1.2562,-0.23862
0.24,7.845,3.2603,0.29743,0.80617,-1.6772,-0.24704
0.24333,7.0691,3.3208,-0.043781,0.8235,-1.6673,-0.1266
0.24667,6.7985,4.6287,-0.13205,1.0201,-1.5991,0.032442
0.25,6.6022,5.0853,0.19514,1.0638,-1.5606,0.12487
0.25333,5.7991,5.1613,0.24959,1.0444,-1.4631,0.0073529
0.25667,4.884,6.0409,0.094069,1.1544,-1.2838,-0.20243
0.26,4.3747,6.6945,0.57961,1.2729,-1.1163,-0.2424
0.26333,3.5255,6.173,1.0013,1.2932,-0.93673,0.023299
0.26667,2.6883,6.4487,1.8592,1.4376,-0.82126,0.26414
0.27,2.7337,7.7984,1.0879,1.6942,-0.82776,0.23913
0.27333,3.2373,7.5904,0.72017,1.6477,-0.98692,0.048077
0.27667,5.3726,5.3151,-0.094631,1.2348,-1.402,-0.082707
0.28,7.3442,2.9071,0.41175,0.80296,-1.7374,-0.16135
0.28333,7.6167,2.714,0.44783,0.675,-1.7647,-0.23586
0.28667,7.0539,2.939,-0.49806,0.66965,-1.6681,-0.18304
0.29,6.9055,3.0143,-1.4509,0.63889,-1.6815,-0.0011569
0.29333,6.5684,3.9831,-0.30953,0.77113,-1.6118,0.020606
0.29667,4.6285,5.4431,1.2529,1.0323,-1.3196,-0.12212
0.3,4.1529,6.2663,1.6184,1.2622,-1.1371,-0.097408
0.30333,4.6503,6.1163,-0.0026666,1.3685,-1.0976,0.12664
0.30667,4.0031,7.4699,-0.52531,1.7062,-0.92937,0.14401
0.31,2.4046,8.444,0.18105,1.9204,-0.73163,0.054719
0.31333,2.7792,7.6894,2.6476,1.6397,-0.84872,0.045754
0.31667,4.6261,5.3238,2.3389,1.1065,-1.2066,0.050954
0.32,6.5867,3.6022,-0.6897,0.76894,-1.5108,-0.097876
0.32333,7.0346,3.0302,-2.9265,0.56006,-1.5941,-0.30778
0.32667,6.7367,2.2958,-1.0956,0.40271,-1.5471,-0.2809
0.33,6.4895,2.0454,1.0152,0.49204,-1.5376,-0.095817
0.33333,5.979,3.9694,1.0272,0.88323,-1.5682,0.0047521
0.33667,5.4677,7.0465,0.20725,1.4287,-1.5188,-0.050417
0.34,3.4849,8.0085,0.31808,1.7279,-1.2121,-0.11728
0.34333,2.4749,8.0157,0.23723,1.7562,-0.91035,-0.037691
0.34667,1.5469,8.2824,0.90471,1.7568,-0.61501,0.10746
0.35,1.551,8.1373,0.99305,1.7106,-0.55301,0.19194
0.35333,2.4392,5.6597,1.0816,1.3991,-0.83411,0.20868
0.35667,6.1033,5.1824,0.93911,1.0998,-1.4376,0.056505
0.36,7.7909,3.7689,0.43162,0.75079,-1.7966,-0.20849
0.36333,7.6802,2.3935,-0.15325,0.45212,-1.8369,-0.33618
0.36667,8.5982,2.4291,-0.39223,0.40912,-1.8625,-0.17724
0.37,8.4857,3.3915,-0.27421,0.65576,-1.8395,0.058042
0.37333,6.9811,4.8239,0.61221,1.0912,-1.6231,0.0090397
0.37667,5.3647,6.7986,1.9098,1.4208,-1.3818,-0.09389
0.38,5.5529,7.1743,-0.41825,1.5252,-1.2829,-0.034286
0.38333,4.2628,6.8828,-1.5798,1.4655,-0.99284,0.061537
0.38667,1.8819,7.4339,0.26612,1.5606,-0.5265,0.078098
0.39,0.097729,7.6924,2.5979,1.6084,-0.34553,0.16788
0.39333,2.4557,7.4033,1.0855,1.5304,-0.82362,0.24915
0.39667,5.8076,5.2256,-1.8847,1.2415,-1.5056,0.17237
0.4,8.3574,4.1583,-2.2625,0.94458,-1.9053,-0.19814
0.40333,8.2785,1.8951,-0.11722,0.58922,-1.9263,-0.4062
0.40667,8.2461,1.833,1.0432,0.50488,-1.857,-0.22266
0.41,7.3287,3.6606,-1.3249,0.76976,-1.7555,0.062454
0.41333,5.5125,5.0776,-2.0619,1.0311,-1.4675,0.15178
0.41667,5.0342,5.6006,0.30511,1.0668,-1.1641,0.011571
0.42,4.6802,4.2314,1.7739,0.84945,-1.045,-0.094393
0.42333,5.7699,3.9962,0.7089,0.86343,-1.2148,-0.024432
0.42667,6.0325,5.928,-0.81375,1.3316,-1.3238,0.059887
0.43,4.219,9.5207,0.17059,1.9182,-1.1879,0.054485
0.43333,2.7425,9.0332,2.3374,1.8902,-1.0184,0.088579
0.43667,4.3028,6.5447,1.0995,1.385,-1.2618,0.12426
0.44,7.2575,4.1503,-1.6153,0.83079,-1.5747,-0.0064807
0.44333,7.4198,1.9449,-2.3264,0.46819,-1.6032,-0.23292
0.44667,6.9245,1.7634,-0.64357,0.48273,-1.5254,-0.31364
0.45,6.4416,2.9875,1.6512,0.70578,-1.5048,-0.076549
0.45333,6.3527,4.0436,0.069293,0.9846,-1.5828,0.13063
0.45667,6.1108,5.0941,-2.2742,1.1791,-1.5636,0.060864
0.46,5.4266,5.9675,-1.3253,1.2807,-1.3812,-0.18008
0.46333,3.8202,5.8515,1.6857,1.1821,-1.1542,-0.24915
0.46667,3.8577,5.9738,2.7119,1.2503,-1.0894,-0.050087
0.47,3.7737,7.4258,0.98635,1.593,-1.0619,0.19436
0.47333,3.6147,8.1394,-1.0048,1.7159,-0.98988,0.26328
0.47667,3.6901,6.8351,-0.28716,1.4592,-0.88929,0.09107
0.48,3.9448,5.0346,0.70525,1.1092,-0.959,-0.16321
0.48333,5.4668,4.5336,1.0276,0.91905,-1.2245,-0.27338
0.48667,6.023,4.1107,0.68199,0.92984,-1.4933,-0.17706
0.49,7.4012,5.4713,-0.70573,1.1489,-1.6712,-0.0027967
0.49333,7.0066,4.6103,-0.59198,0.98729,-1.5916,0.1268
0.49667,6.0846,2.3116,0.91191,0.58937,-1.3799,0.056047
0.5,6.2365,2.8876,0.018725,0.6101,-1.3827,-0.18052
0.50333,7.0042,4.958,-1.0805,0.97189,-1.5644,-0.24656
0.50667,6.1865,6.2853,0.11076,1.3255,-1.5438,-0.10815
0.51,4.0381,8.1508,1.5436,1.7504,-1.2575,0.048074
0.51333,3.2941,9.5828,1.0654,2.0234,-1.0399,0.15491
0.51667,4.0121,8.5166,-0.87889,1.8625,-1.1349,0.11729
0.52,6.7156,6.6757,-1.5852,1.5727,-1.5697,0.0002751
0.52333,8.4527,4.9563,-0.75569,1.335,-2.0086,-0.14361
0.52667,9.7565,4.7846,-1.2878,1.4836,-2.3347,-0.39573
0.53,9.3476,8.6626,-1.3233,2.0114,-2.3918,-0.6966
0.53333,10.236,9.5347,-1.6726,2.4353,-2.8235,-0.54859
0.53667,11.96,13.108,-0.11561,2.8781,-3.5609,-0.36256
0.54,13.733,9.9678,2.0535,2.2916,-3.9219,-0.015625
0.54333,14.794,6.0785,0.50653,1.5709,-3.6316,-0.24569
0.54667,8.634,6.5114,-0.36584,1.3197,-1.9852,-0.87847
0.55,0.14665,4.3085,-2.2474,0.80618,-0.092089,-0.61148
0.55333,-0.89208,3.7772,-1.5705,0.42879,0.36601,0.33987
0.55667,1.8998,4.222,0.74296,1.0952,0.0096082,0.83674
0.56,0.35505,11.185,3.0227,2.9205,-0.34987,0.25807
0.56333,2.972,16.475,2.2888,4.0514,-1.3608,-0.34326
0.56667,9.8354,13.007,0.23914,3.3737,-2.6669,0.038864
0.57,13.196,7.0918,-1.6154,1.87,-3.2541,0.38556
0.57333,11.371,2.2753,-0.39917,0.70162,-2.7804,-0.024546
0.57667,9.0571,1.3027,-0.85697,0.14087,-2.0274,-0.7249
0.58,7.5306,0.76035,-1.0509,-0.30345,-1.5339,-0.78063
0.58333,5.7957,-1.9088,-0.58586,-0.84759,-1.2717,-0.10296
0.58667,5.1366,-0.99976,0.56717,-0.67276,-1.0379,0.35672
0.59,2.7821,4.8802,0.58026,0.61597,-0.67537,0.060191
0.59333,2.0525,10.091,-0.13285,2.0598,-0.72404,-0.19128
0.59667,5.7437,11.362,-0.83926,2.9493,-1.5253,0.086152
0.6,8.7229,13.046,2.8877,3.52,-2.0937,0.48134
0.60333,5.5219,13.992,4.1745,3.7436,-1.6306,0.43597
0.60667,2.3041,12.234,3.0818,2.9129,-0.93297,0.25863
